label,Near earth,Magnitude,Eccentricity,Semi-major axis (AU),Perihelion distance (AU),Rotation period (s)
Evdokiya(QH1),N,13.2,0.1886,2.2528,1.8279,15674.4
Evelyn(ABL),N,9.3,0.1762,2.7227,2.243,139608
Evenkia(HD5),N,13.3,0.0795,2.2563,2.0768,25504.92
Everhart(RR),N,13.9,0.182,2.3807,1.9474,
Evermeersch(RE2),N,13.7,0.0851,2.9315,2.6821,35784
Evgenifedorov(QY),N,12.8,0.1804,2.68,2.1965,
Evita(PA),N,11.2,0.1337,3.1472,2.7264,
Evpatoria(SG2),N,13.9,0.2843,2.876,2.0583,
Evtushenko(JT1),N,12.6,0.1683,3.2041,2.665,12420
Excalibur(T-2),N,13.7,0.0069,2.941,2.9207,
Excubitor(P-L),N,13,0.1917,3.154,2.5493,52660.8
Fabbri(FU),N,12.8,0.1377,2.5918,2.235,15919.2
Fabini(QZ),N,12.4,0.0826,2.6997,2.4766,16678.8
Fabiola(SA),N,11.1,0.1671,3.1429,2.6177,24800.4
Fabiopagan(KB),N,13,0.2443,2.3496,1.7756,15006.42
Fabre(DE),N,12.1,0.0444,3.0206,2.8865,
Fabribudweis(FB),N,12.5,0.0969,3.2179,2.9061,
Facchini(AP17),N,13.8,0.0611,2.9911,2.8083,
Fagnes(LB),N,13.1,0.2814,2.2245,1.5985,90900
Fagus(CT5),N,12.4,0.1723,2.5803,2.1357,18234
Fahrenheit(WB7),N,12.3,0.1516,2.8513,2.4191,
Faina(AHE),N,8.7,0.1514,2.5522,2.1657,85240.8
Falta(SM1),N,11.6,0.0617,3.2111,3.0132,34362
Falz-Fein(RN6),N,13.1,0.0607,2.9917,2.8102,138340.8
Fama(ARB),N,9.3,0.145,3.1663,2.7072,727560
Fanale(XG),N,12.7,0.1629,2.2362,1.8719,11682
Fanatica(RK),N,11.9,0.0935,2.4165,2.1905,9280.8
Fangfen(BB),N,12.6,0.072,2.8552,2.6496,
Fanny(AGH),N,11.8,0.2123,2.7718,2.1833,851760
Fantasia(SD),N,11.5,0.1992,2.3035,1.8446,17982
Fantin-Latour(QL9),N,13.6,0.012,2.8581,2.8237,
Fanynka(UT),N,11.8,0.1191,3.1847,2.8053,17204.4
Farinella(FK),N,10.8,0.1517,3.2053,2.7191,12020.4
Farmer(NF),N,13.6,0.0521,1.9684,1.8658,900000
Faro(DN7),N,13.3,0.0887,2.6441,2.4095,
Farquhar(NN),N,11.9,0.2007,2.5521,2.0399,41446.8
Farra(VD3),N,12.7,0.1101,3.3257,2.9595,
Fast(SR3),N,13.2,0.0673,3.395,3.1666,
Fatme(ADG),N,9.5,0.0523,3.1238,2.9606,20880
Fatou(MQ17),N,13.7,0.1342,3.141,2.7194,765010.8
Fatyanov(XA3),N,13,0.2093,2.2525,1.7809,
Fay(RZ),N,11.9,0.3523,2.8578,1.8511,13428
Fayeta(ASJ),N,12,0.2036,2.2416,1.7853,229107.6
Fechtig(AVA),N,11.8,0.1694,3.0964,2.5717,
Fedchenko(PT2),N,12.6,0.0611,2.9125,2.7344,
Federer(SV10),N,12.8,0.0752,2.7343,2.5288,
Federica(FM16),N,13.6,0.0135,3.061,3.0198,
Fedoseev(RR4),N,13.2,0.1841,2.3712,1.9347,50666.4
Fedynskij(TN),N,11.2,0.0878,3.0103,2.746,
Fehrenbach(TJ1),N,12.6,0.1878,2.3932,1.9437,14097.6
Feijunlong(CM),N,12.6,0.1078,2.6423,2.3575,9914.4
Feininger(XR1),N,12.8,0.0815,2.913,2.6757,
Feldman(TR),N,13.4,0.0643,2.1868,2.0462,
Feliceierman(WA),N,12.8,0.0603,3.1487,2.959,
Felicia(ANA),N,10.2,0.2332,3.1557,2.4197,37521.72
Felicienrops(VC6),N,13.2,0.1717,2.5879,2.1437,3528
Felicitas(ATA),N,9,0.2991,2.6945,1.8884,47487.6
Feliksobolev(TJ4),N,11.9,0.1061,3.0386,2.7161,27432
Felix(CD),N,12.6,0.2254,2.3377,1.8108,12043.44
Felixdejager(GA6),N,13.4,0.0598,2.8959,2.7227,11196
Fellini(P-L),N,13.2,0.1058,2.4783,2.2161,18703.08
Fennia(ED1),N,12.6,0.0283,1.8969,1.8432,15883.56
Feodosia(AWQ),N,9.7,0.1804,2.7329,2.2399,37656
Ferenczi(PP39),N,13.5,0.0758,3.0509,2.8195,
Ferguson(SY1),N,11.9,0.0574,2.8452,2.6819,
Fermi(BE),N,13.6,0.0382,2.9722,2.8585,18943.2
Fernand-Roland(VV),N,12.5,0.0699,3.1698,2.9482,72000
Fernandus(TC1),N,13.3,0.0332,2.1706,2.0985,10104.84
Fernhildebrandt(TJ13),N,13.8,0.122,2.6929,2.3644,
Feronia(AKA),N,9.1,0.1205,2.2665,1.9934,29149.2
Ferrari(OA),N,12,0.0506,2.5572,2.4278,30420
Ferreri(EP),N,11.6,0.1873,3.1419,2.5533,33224.4
Ferri(SH23),N,12.9,0.2124,3.1463,2.4779,
Ferris(QW54),N,12.5,0.0245,3.227,3.148,
Fesenkov(NH),N,12.9,0.0933,2.1924,1.9879,19454.4
Fessenden(YP8),N,12.4,0.1184,3.1793,2.8028,
Festou(PM),N,12.8,0.1916,2.7177,2.197,
Feuerbach(HX25),N,12.9,0.1305,3.1493,2.7383,
Feuerbacher(BD5),N,13,0.1185,3.1169,2.7476,
Fichte(TD),N,11.5,0.1267,3.1735,2.7713,
Fidelio(AED),N,9.9,0.1286,2.6342,2.2955,51112.8
Fides(ATB),N,7.3,0.1756,2.642,2.178,26400.6
Fiducia(AAB),N,9.5,0.1127,2.6785,2.3766,49284
Figneria(RQ),N,10.2,0.2782,3.1792,2.2947,48877.2
Filatov(UB7),N,11.8,0.0219,3.1632,3.094,3820953.6
Filipenko(AX2),N,10.2,0.2033,3.1767,2.5309,50400
Filipoff(EA),N,11.2,0.0195,2.9102,2.8535,20347.2
Fini(ASF),N,10,0.1024,2.7489,2.4674,33451.2
Finkelstein(SS1),N,12.8,0.1837,3.1383,2.562,29703.6
Finsen(GA),N,11,0.151,3.1311,2.6584,44445.6
Fireman(WD),N,13.3,0.0655,2.2595,2.1115,100800
Fitzgerald(FE),N,13,0.0895,2.4179,2.2014,8690.76
Fitzroy(FX3),N,12.4,0.1021,3.178,2.8535,
Fitzsimmons(QK4),N,13,0.1402,3.2446,2.7897,
Fivesparks(BD3),N,12.2,0.0842,3.1351,2.8711,
Fizeau(SM64),N,13.7,0.2883,3.1452,2.2386,
Flagstaff(PB),N,11.7,0.2208,2.5467,1.9843,54612
Flagsymphony(VS),N,12.9,0.288,2.7769,1.977,407880
Flamini(LD27),N,13.7,0.1324,2.9917,2.5957,
Flammario(AEW),N,9.1,0.2854,2.7361,1.9553,43776
Flamsteed(FH12),N,13.9,0.0639,2.2722,2.127,
Flavia(VQ),N,13.3,0.2115,2.457,1.9373,
Flaviofusipecci(EC2),N,13.6,0.1432,2.6762,2.2931,
Fleringe(ED11),N,13.6,0.0814,2.6174,2.4044,77428.8
Fletcher(VN2),N,13,0.1419,2.4114,2.0694,
Floirac(RA),N,12.3,0.1687,2.2296,1.8534,24390
Flood(DN),N,13.5,0.1945,2.8027,2.2575,
Flora(AUA),N,6.5,0.1558,2.2014,1.8584,46314
Florena(QC4),N,12.4,0.1785,2.6743,2.1969,11616.84
Florentina(ATC),N,10.1,0.0468,2.8857,2.7507,10335.6
Floris-Jan(SO),N,11.8,0.2064,2.4493,1.9438,522000
Florya(TL2),N,11.8,0.1936,2.6462,2.134,43200
Fodera(AT2),N,12.2,0.1546,3.1621,2.6732,
Fogelin(YA),N,12,0.1198,2.5916,2.2812,50652
Fogh(TL4),N,13.7,0.197,2.3986,1.9262,55976.4
Foglia(DZ11),N,13.3,0.0423,2.9426,2.8181,10008
Fongyunwah(BP1),N,12.6,0.1625,3.1134,2.6076,
Fontenelle(CW2),N,12.3,0.0596,3.001,2.8222,75021.12
Forestamartin(NL27),N,13.1,0.1112,2.9328,2.6066,
Forrestpeterson(FB4),N,13,0.1147,2.7395,2.4252,14720.4
Forsius(RN),N,11.3,0.1436,2.606,2.2317,8434.8
Forsytia(WD),N,10.4,0.1338,2.9215,2.5306,27540
Fortov(QA1),N,13.5,0.1757,2.1914,1.8063,44280
Fortuna(AQA),N,7.3,0.157,2.4429,2.0594,26795.52
Foscarini(RV4),N,12.9,0.1767,3.2043,2.6381,
Foscolo(NQ),N,13.9,0.19,2.6911,2.1797,
Foucault(FU),N,13.6,0.1083,2.2731,2.027,9194.4
Fouchard(EU9),N,12.9,0.0073,2.9032,2.8819,
Fountain(AU9),N,13.1,0.1266,3.0945,2.7028,
Fountainhills(WE147),N,11.3,0.4665,4.2389,2.2614,46224
Fourcroy(HV19),N,13.6,0.1027,3.2125,2.8827,
Fracastoro(HZ1),N,11.5,0.1165,3.0542,2.6983,9763.2
Fragaria(AB),N,10.2,0.1064,3.0091,2.689,19552.32
Fraknoi(TJ2),N,13.6,0.1347,2.2729,1.9667,28245.6
Fram(SG1),N,13.4,0.0846,2.781,2.5457,
Francelinda(UL1),N,13.8,0.0767,3.0358,2.8029,19080
Francette(XC),N,9.6,0.1904,3.9492,3.1974,80758.8
Francis(KA),N,12.5,0.2382,2.3246,1.771,11048.4
Franciscuszeno(WO7),N,13.6,0.152,3.1556,2.6761,
Franck(EW2),N,13.4,0.0615,2.3569,2.2119,
Frankdrake(VM),N,11.9,0.0691,3.1608,2.9424,
Franklin-Adams(RY),N,12.1,0.1752,2.5517,2.1046,10720.8
Franklina(AKF),N,9.9,0.2345,3.0662,2.3472,57600
Franklinken(OF),N,13.3,0.1623,2.2614,1.8945,410400
Fransaris(T-3),N,13.9,0.2399,2.796,2.1252,
Franzia(ABG),N,9.8,0.0823,2.8038,2.5732,27084.96
Franziska(AUK),N,10.6,0.1102,3.0036,2.6725,59425.2
Franzkaiser(PP),N,12.7,0.1391,3.185,2.7418,136928.88
Franzmarc(RX4),N,13.5,0.0785,2.9937,2.7587,
FranzSchubert(CX),N,13.6,0.0213,2.3589,2.3087,
Franzthaler(MS1),N,12.8,0.1346,2.4755,2.1424,24832.8
Fraternitas(AGA),N,10.6,0.1136,2.6657,2.3629,80632.8
Freda(LA),N,8.9,0.2716,3.1318,2.281,70812
Fredcourant(SC12),N,13.5,0.1429,3.0031,2.5741,
Fredegundis(ABQ),N,9.2,0.2194,2.5731,2.0085,41818.464
Fredfranklin(TR1),N,12.8,0.1541,2.582,2.1841,17348.4
Fredharris(TB5),N,12.8,0.1642,3.1694,2.649,47937.6
Fredrikbruhn(QM1),N,13.6,0.1175,2.8738,2.5362,
Fredschaaf(PU2),N,12.8,0.0358,2.7774,2.6781,
Fredseares(P-L),N,13.1,0.1564,3.1422,2.6508,
Fredtreasure(XQ136),N,12.3,0.2059,2.801,2.2242,
Fredwatson(FD),N,13.3,0.1162,2.3344,2.0631,381600
Freeman(GK),N,11.2,0.0736,2.5499,2.3621,15847.56
Freia(AUA),N,8,0.166,3.4143,2.8475,35902.8
French(CO1),N,11.7,0.0989,2.9976,2.7012,60321.6
Frerebasile(RB),N,13,0.2589,2.3427,1.7362,
Frescobaldi(PA2),N,13.5,0.1562,3.0947,2.6113,
Fresnel(OO1),N,12.3,0.0122,2.5546,2.5236,
Freuchen(UZ),N,12.3,0.1398,3.0401,2.6152,
Freud(QO9),N,12.5,0.0906,2.7647,2.5143,
Frevert(VC),N,13,0.073,2.563,2.376,
Fricke(CG),N,11.4,0.1267,3.1982,2.7929,54551.88
Fridakahlo(DR2),N,13,0.1044,3.0169,2.702,
Fridolin(SM4),N,12.3,0.0968,2.7923,2.522,35632.8
Frieda(AUN),N,12.3,0.1447,2.1717,1.8575,471960
Frieden(XL1),N,11.2,0.0808,2.7863,2.5613,52167.6
Friederike(AOA),N,9.6,0.17,3.1578,2.6209,168220.8
Friedman(VB5),N,13.6,0.1027,2.3789,2.1346,10116
Friedrich(P-L),N,12.3,0.1164,3.1237,2.7602,25570.8
Frigeri(EL5),N,13.1,0.0878,3.0519,2.784,7657.2
Frigga(AVA),N,8.6,0.1326,2.6689,2.3151,32443.2
Frimout(CD4),N,12.2,0.1347,3.0178,2.6111,
Fringilla(ACC),N,9.1,0.1127,2.9162,2.5876,188640
Frisch(HJ7),N,12.4,0.193,2.4727,1.9956,17996.76
Frisia(TV1),N,12,0.2077,3.1716,2.513,52405.2
Froding(BC5),N,13.4,0.1782,3.2086,2.6367,
Froeschle(JG),N,11.5,0.0721,3.1575,2.9299,43372.44
Frostia(AGO),N,11.9,0.1737,2.3688,1.9573,135216
Fry(UR2),N,12.1,0.2078,3.1445,2.4909,
Fuchie(VJ7),N,13.7,0.1464,2.2789,1.9452,
Fucik(OS),N,10.8,0.0769,3.0153,2.7834,61632
Fugaku(XG1),N,13,0.1033,2.2595,2.0262,25894.8
Fugate(QR),N,12.4,0.1078,3.02,2.6945,
Fuji(CR),N,10.9,0.1942,2.3775,1.9157,53568
Fujian(TV2),N,11.6,0.0944,3.1804,2.8802,
Fujiiekio(DC4),N,13.4,0.1484,3.103,2.6426,
Fujiwara(WO4),N,12.7,0.2247,2.7721,2.1491,25226.28
Fukaya(EC),N,12.1,0.089,3.0258,2.7566,
Fukui(TP),N,11.7,0.0997,3.3915,3.0534,
Fukuoka(BE1),N,13,0.294,2.6252,1.8535,19440
Fukushima(PA1),N,12.3,0.0404,2.439,2.3404,33904.8
Fulchignoni(CR),N,13.6,0.1788,2.4326,1.9977,
Fulvia(ASL),N,10.3,0.0399,3.0844,2.9614,127350
Fulvio(EP30),N,13.1,0.0274,3.102,3.017,
Fumi(XY4),N,13,0.0884,2.9894,2.7252,
Funada(JP),N,12.2,0.052,3.1889,3.023,
Funke(SR),N,12.9,0.1694,2.7722,2.3027,14213.16
Furmanov(QR11),N,12.5,0.1234,2.6026,2.2814,19234.8
Furusho(AM2),N,12.3,0.3816,2.6355,1.6299,14900.4
Furuya(YF7),N,12.4,0.1869,3.2127,2.6122,
Fuser(SU10),N,13.7,0.138,3.1507,2.7158,
Fuss(TV8),N,13.1,0.1771,3.1556,2.5969,
Fuuren(UM2),N,12.9,0.1223,3.0167,2.6477,
Fuzhou(WD30),N,13.3,0.1337,2.9736,2.5761,
Fyodorov(GC2),N,13.2,0.19,2.4184,1.9589,
Gabriella(ABD),N,10.2,0.1053,2.54,2.2724,17388
Gabrova(GR3),N,11.4,0.0524,3.0126,2.8548,18273.6
Gabrynowicz(QV2),N,13.2,0.1198,2.6287,2.3138,
Gaby(DQ),N,11.8,0.2075,2.4137,1.9129,237600
Gadolin(SG),N,11.9,0.0816,2.5565,2.3479,25982.64
Gaea(RE),N,11.1,0.0709,2.6681,2.4788,10335.6
Gaffey(WK2),N,12.2,0.0563,2.8686,2.7072,
Gagarin(CB),N,12.6,0.1045,2.5274,2.2633,39456
Gaika(OB),N,12.5,0.1661,2.4762,2.065,
GAISH(TY1),N,12.9,0.0933,3.1246,2.8331,29109.6
Gajdariya(OE),N,11.7,0.0895,2.8336,2.5801,22779.36
Gajdusek(RM),N,12.7,0.1253,2.5698,2.2478,17172
Gakutensoku(BB),N,13.6,0.081,2.8387,2.6088,
Galahad(P-L),N,12.9,0.1675,2.9175,2.4287,
Galante(TG),N,12.4,0.108,3.0029,2.6784,72543.6
Galanthus(BD),N,12.4,0.2732,2.5526,1.8554,14112
Galatea(AQA),N,8.7,0.2358,2.7803,2.1245,62164.8
Galbraith(JG),N,13.1,0.1318,2.1859,1.8977,17684.28
Galegant(LC1),N,13.4,0.2696,2.579,1.8838,
Galene(ARB),N,10.1,0.1207,2.9727,2.614,13338
Galhassin(XO10),N,13.7,0.1563,2.9472,2.4865,
Galibina(SH28),N,13.4,0.203,3.0769,2.4523,
Galilea(ACL),N,9.5,0.1544,2.8815,2.4367,59536.8
Galina(DB3),N,13,0.1326,2.3949,2.0772,12032.28
Galinaryabova(KC4),N,12.4,0.0642,3.0666,2.8697,
Gallagher(TF1),N,12.8,0.1231,2.6627,2.335,
Gallaj(UL11),N,13,0.0818,2.7569,2.5313,15948
Galle(PV),N,11.9,0.2521,3.136,2.3453,26316
Gallia(APA),N,7.6,0.1872,2.7715,2.2526,74390.4
Galvarino(OD),N,12.6,0.0488,2.994,2.8478,25214.4
Gammelmaja(FR26),N,12.3,0.0899,3.0139,2.7429,11120.4
Ganesa(UJ),N,12.3,0.0382,2.6591,2.5575,28800
Gantrisch(RU1),N,11.4,0.2012,3.155,2.5201,104040
Ganymed(AUB),Y,9.4,0.533,2.6647,1.2443,37069.2
Gaoshiqi(YX1),N,12.6,0.0504,2.41,2.2886,34916.4
Garcia(RB1),N,13,0.241,3.0095,2.2842,
Gardner(OH),N,11.5,0.1558,3.1645,2.6716,41871.6
Garibaldi(DA1),N,10.9,0.1606,3.9918,3.3505,32101.2
Garlena(WE),N,13.2,0.2501,2.6442,1.9829,20728.8
Garuda(HJ),N,11.2,0.0549,3.0471,2.8797,106704
Garumna(ABA),N,10.2,0.1674,2.7209,2.2654,85917.6
Gary(AN),N,12.8,0.1199,2.4053,2.1169,
Garyross(DV15),N,13.7,0.0641,2.9562,2.7667,
Gasbarini(ED9),N,13.2,0.0408,3.1462,3.0179,
Gase(EA2),N,13.1,0.1828,2.4493,2.0015,94680
Gaspra(AOJ),N,11.5,0.1738,2.2092,1.8252,25351.2
Gasprinskij(SL5),N,13.9,0.0932,2.7401,2.4846,
Gassendi(GQ6),N,13,0.1296,2.9355,2.555,
Gaudium(UF),N,13.3,0.1757,3.1822,2.6231,
Gaussia(APD),N,9.7,0.1222,3.2112,2.8188,75564
Gaviola(JO),N,11.9,0.0884,2.7611,2.5169,31456.8
Gavrilov(SO11),N,12.9,0.2037,3.15,2.5083,
Gawain(P-L),N,12.6,0.0979,2.9689,2.6784,39995.28
Gaywray(GF),N,13.4,0.1808,2.3191,1.8998,3312000
Geake(JM),N,13.2,0.298,2.5722,1.8058,137844
Geballe(VK9),N,13.4,0.1634,2.2468,1.8797,21189.492
Gedania(ASF),N,9.6,0.0941,3.2013,2.9,89910.36
Geddylee(SZ3),N,13.3,0.1724,2.6675,2.2077,
Geertruida(HD),N,12.1,0.1797,2.4685,2.025,19831.32
Geffert(KK),N,13,0.1427,3.0997,2.6574,
Gefion(TZ1),N,12.9,0.1505,2.7843,2.3652,11113.2
Gehrels(P-L),N,11.6,0.0185,2.6254,2.5769,10207.872
Gehrig(SM),N,13.4,0.1322,2.4343,2.1126,12852
Geisei(UC),N,13,0.1947,2.2278,1.7941,28162.8
Geisha(AWM),N,12,0.1929,2.2404,1.8081,92232
Gekko(BJ),N,13,0.1102,2.7931,2.4854,
Geldonia(RF),N,10.2,0.0309,3.0187,2.9253,208580.4
Gellivara(ARW),N,11.7,0.1877,3.1835,2.5861,40752
Gelria(MJ),N,10.8,0.1075,2.7404,2.4459,16645.824
Gembloux(TH3),N,12.3,0.0718,2.8392,2.6353,
Gemoore(BB27),N,13.8,0.1099,2.9326,2.6104,61272
Genecampbell(UA),N,12.6,0.0842,2.8466,2.607,
Genelucas(GW122),N,13.7,0.1625,2.8057,2.3498,
Genevieve(XB),N,10.8,0.0762,2.6122,2.4133,58932
Genichesk(HX),N,13,0.1682,2.269,1.8875,39700.8
Genniferubin(CL92),N,13.9,0.1137,3.1427,2.7852,
Genobechetti(RH39),N,12.3,0.0337,3.2284,3.1198,
Genoveva(AHF),N,9.5,0.2945,3.144,2.2179,39920.4
Genta(BH),N,13.7,0.1718,2.801,2.3199,
Gentelec(RU),N,12.2,0.1207,2.7396,2.4089,38246.4
Gentileschi(BS1),N,13.2,0.1274,2.5855,2.256,167306.4
Genua(AJC),N,8.3,0.1923,2.7481,2.2196,63324
Geoffburbidge(P-L),N,13.7,0.0869,3.1859,2.909,
Geoffjames(GF),N,12.6,0.1762,2.5951,2.1379,15602.4
Geoffperry(QS),N,13.3,0.1912,3.2035,2.591,
Geoffreywoo(RX109),N,12.8,0.0334,2.8968,2.8002,11383.2
Geoffroy(QV102),N,12.3,0.288,3.9626,2.8215,40896
Geometria(ASC),N,9.5,0.1721,2.2882,1.8943,27864
Georgealexander(GQ1),N,12,0.1542,3.0171,2.5519,
Georgechen(FG117),N,13.8,0.1915,2.6357,2.1309,
Georgesand(CP1),N,13.5,0.0792,2.9095,2.6792,
Georgesmith(UK6),N,13.4,0.0197,2.9063,2.8491,
Georgesteiner(GS),N,13.6,0.0642,2.5341,2.3714,
Georgia(AED),N,9.3,0.1576,2.7276,2.2978,19933.2
Geowilliams(UL2),N,12.6,0.2255,2.4148,1.8703,51793.2
Geraldina(ATB),N,9.8,0.0574,3.2035,3.0195,24632.28
Geramtina(UC),N,11.6,0.1693,2.8001,2.326,115200
Geranium(TD),N,10.8,0.1923,3.2193,2.6002,44506.8
Gerarda(RA1),N,11.2,0.099,2.9119,2.6235,45072
Gerasimenko(PL),N,12.5,0.2705,3.1181,2.2746,980395.2
Gerasimovich(QZ),N,12.8,0.121,2.3895,2.1003,82623.6
Gerbs(KJ8),N,13.2,0.0523,2.9915,2.8351,22140
Gerda(AOA),N,7.7,0.0313,3.2233,3.1225,38466
Gergana(TE3),N,12.2,0.0686,3.0167,2.8099,
Gerhard(FS),N,11.9,0.0067,3.2082,3.1866,
Gerla(SD),N,10.9,0.0463,3.1854,3.0378,
Gerlinde(AMB),N,9.2,0.1454,3.0679,2.6218,36903.6
Germania(ARA),N,7.8,0.1032,3.0488,2.7342,55836
Germantitov(QR5),N,12.4,0.105,3.124,2.7959,
Gerokurat(DG3),N,12.3,0.0753,3.2064,2.965,
Gershberg(TQ4),N,13.6,0.1288,2.3684,2.0633,
Gerstner(QX),N,12.8,0.1102,2.9934,2.6635,
Gersuind(AQA),N,9.6,0.268,2.5892,1.8952,22725.72
Gerti(BB),N,12.1,0.1314,2.2201,1.9283,11095.2
Gertrud(ADB),N,11.1,0.1328,3.131,2.7154,29836.8
Gesner(PC34),N,13.2,0.0746,2.9923,2.7691,
Gevaert(JL1),N,12.8,0.1565,3.1885,2.6894,17658
Geyer(PB2),N,11.8,0.0623,3.0381,2.8488,
Gezelle(BD),N,11.5,0.2773,3.1722,2.2926,146592
Ghislaine(GV),N,13.3,0.1494,2.7594,2.3472,
Giacconi(RZ),N,12.1,0.013,2.739,2.7032,
Giacobini(YA),N,12.1,0.2317,2.5478,1.9573,13869.72
Gianninoto(CV),N,13,0.1208,2.6932,2.3678,
Gibbs(LA),N,13.3,0.3026,2.3206,1.6183,10735.2
Giblin(AW2),N,12.7,0.1096,2.7941,2.4879,42480
Gibson(JG3),N,12,0.0676,2.9085,2.7118,
Giclas(BC),N,11.5,0.0699,2.8845,2.6828,10594.8
Gierasch(GO),N,12,0.1736,2.6557,2.1947,32400
Gifu(VP2),N,12.3,0.1507,3.0908,2.6251,15231.6
Gilbertofranco(HR1),N,13,0.1501,2.5978,2.2079,
Gilgamesh(P-L),N,11.5,0.0835,3.0051,2.7541,
Gilmore(RL),N,12.8,0.1716,2.6578,2.2016,15228
Gilyarovskij(SJ3),N,13,0.1492,2.3248,1.9779,
Ginestra(SB2),N,13.4,0.1133,3.1521,2.7949,
Ginevra(ATD),N,9.6,0.0564,2.9235,2.7586,46461.6
Gingasen(XE1),N,13.1,0.0669,2.3845,2.225,13047.12
Gingerich(CK),N,12.4,0.2905,3.0631,2.1733,10581.12
Ginoloria(SB28),N,13.7,0.1338,3.0493,2.6412,
Giomus(WA),N,11.1,0.1435,3.1276,2.6788,34308
Giordano(P-L),N,13.9,0.1475,3.116,2.6563,28166.4
Giorgini(GJ),N,13.2,0.1785,2.6762,2.1984,
Giotto(T-1),N,13.9,0.1243,3.1935,2.7965,
Giovannipratesi(CQ3),N,12.7,0.2375,2.7923,2.1292,50814
Giovarduino(SY29),N,13.8,0.168,3.181,2.6466,
Girard(JQ),N,13.9,0.1949,2.3776,1.9143,15111.72
Gisela(AAB),N,10.1,0.1498,2.1938,1.8651,26964
Gismonda(ARF),N,10,0.1785,3.1141,2.5582,23356.8
Giuseppina(DM1),N,13,0.0382,2.6382,2.5375,
Giza(HJ),N,12.2,0.1448,3.1684,2.7095,
Gladman(UX),N,13.5,0.3111,2.5413,1.7508,62280
Gladys(JD1),N,11.9,0.121,2.6104,2.2945,24588
Glarnisch(SB),N,13.4,0.1288,2.2613,1.9701,30060
Glarona(SC),N,10.6,0.1722,3.1688,2.6231,23392.8
Glasenappia(AGR),N,11.6,0.0888,2.1904,1.9958,29520
Glasser(VB9),N,13.2,0.3286,2.9276,1.9655,
Glauke(ADA),N,9.8,0.2058,2.7595,2.1917,4212000
Glaukos(FE),N,10.6,0.0333,5.2444,5.0696,21549.6
Glazebrook(VB9),N,13.5,0.1177,3.2556,2.8723,
Glazunov(JJ2),N,12.2,0.1241,2.6012,2.2785,
Glennford(DR6),N,12.2,0.1955,3.1039,2.4971,
Glia(CF1),N,11.3,0.0378,3.1489,3.0297,24958.8
Gliese(RD),N,12.6,0.1353,2.2256,1.9244,16151.04
Glikson(BJ),N,13.4,0.1965,2.3165,1.8614,329148
Glinka(SU4),N,12.2,0.1191,3.0045,2.6467,
Glinos(OJ4),N,11.2,0.0366,3.1406,3.0258,105516
Glo(AA),N,12.8,0.2957,2.3292,1.6404,24761.52
Gluck(T-1),N,13,0.108,3.0514,2.7217,
Glukhovsky(CG83),N,13,0.1239,3.98,3.487,
Glushko(SK3),N,12.4,0.0767,3.0007,2.7707,
Gnedin(FN1),N,12.3,0.1018,3.1501,2.8294,128826
Gnisvard(FW31),N,12.6,0.0954,3.1742,2.8715,
Goberta(ARC),N,10.1,0.1324,3.188,2.7658,30978
Godart(RB),N,13.2,0.1861,2.2448,1.8271,30431.16
Goddard(P-L),N,13.1,0.1633,3.0975,2.5915,
Godel(SD1),N,11.5,0.0872,3.0029,2.741,16862.4
Godiva(KM),N,12.7,0.1864,2.3687,1.9271,39171.6
Godwin(RG4),N,12.7,0.1394,2.6527,2.2828,41842.8
Goerdeler(SQ10),N,13.4,0.0481,2.7558,2.6231,
Goethe(P-L),N,12.9,0.0257,2.6432,2.5751,
GoetheLink(TO),N,11.4,0.0899,2.5628,2.3323,291600
Goetzoertel(QQ1),N,12,0.104,2.9905,2.6794,
Goff(GY),N,13.1,0.1077,2.5635,2.2873,
Goffin(EG),N,12,0.05,2.5132,2.3875,105084
Gogol(GQ1),N,12.1,0.1411,3.1372,2.6944,
Gohnaumann(LJ2),N,12.7,0.0717,3.2283,2.9969,11594.52
GOI(SJ3),N,11.8,0.0842,2.7592,2.5268,22690.8
Gokumenon(CA),N,12.8,0.2047,2.7646,2.1985,110088
Golay(RT1),N,11.6,0.0849,2.9987,2.7441,25664.4
Gold(SF2),N,11.8,0.1329,3.154,2.7349,
Golden(GH),N,11.6,0.0855,3.3902,3.1002,37836
Goldreich(DK3),N,12.7,0.1905,2.683,2.1719,17427.6
Goldschmidt(HA),N,10.8,0.0695,2.9983,2.7898,59544
Goldstone(QP),N,13,0.1363,2.432,2.1004,36414
Golia(HL),N,12.1,0.1123,2.5828,2.2928,14749.2
Goloseevo(SP5),N,13.3,0.1088,2.7739,2.472,
Golovanov(QY3),N,13.5,0.1808,2.2577,1.8496,12225.96
Golson(RJ),N,12.1,0.1632,2.6384,2.2078,
Gomi(BD3),N,12.8,0.1369,3.1854,2.7494,226429.2
Gomyou(EB),N,12.4,0.2235,2.8437,2.208,31687.2
Goncharov(YC2),N,11.6,0.0892,3.1288,2.8496,47260.764
Gondola(RA),N,12.1,0.0686,2.7068,2.5213,14328
Gondolatsch(EE),N,12,0.0782,2.2269,2.0528,31608
Gonnessia(WA),N,9.4,0.0309,3.3581,3.2545,109836
Goode(RU),N,13.5,0.2583,2.5636,1.9013,
Goodhue(SQ59),N,13,0.1569,3.0945,2.6089,
Goodricke(CF),N,12.5,0.2002,2.2277,1.7818,36000
